Film Name,Language ID,Language Name,Language BCP47,Version,Total Present,Total Missing,Missing Video IDs
JESUS Film,4232,Wayuu,guc,1509,62,0,
JESUS Film,4246,Embera-Catio,cto,35359,62,0,
JESUS Film,4250,Koreguaje,coe,34258,62,0,
JESUS Film,427,Nawary,rmt,344,62,0,
JESUS Film,4276,Beembe,beq,135,62,0,
JESUS Film,4295,Vili,vif,1494,62,0,
JESUS Film,4309,"Teke, Central",TEC,1377,62,0,
JESUS Film,4310,Ipunu,puu,34980,62,0,
JESUS Film,4312,Njebi,nzb,1049,62,0,
JESUS Film,43229,Gojri,gju,464,62,0,
JESUS Film,4327,Ngbaka,nga,1037,62,0,
JESUS Film,4334,Munukutuba,mkw,984,62,0,
JESUS Film,4336,Mbosi,mdw,922,62,0,
JESUS Film,4343,Lobala,loq,28084,62,0,
JESUS Film,4344,Lingála,ln,781,62,0,
JESUS Film,4350,Laadi,ldi,758,62,0,
JESUS Film,4360,Bangi,bni,109,62,0,
JESUS Film,4415,Italiano,it,33133,62,0,
JESUS Film,4432,Český Jazyk,cs,31758,62,0,
JESUS Film,4450,रोमानो,rmc,1178,62,0,
JESUS Film,4451,polski,pl,33017,62,0,
JESUS Film,4455,Føroyskt,fo,24881,62,0,
JESUS Film,4466,اللغة الصومالية,so,28747,62,0,
JESUS Film,4468,ʿAfár af,aa,28744,62,0,
JESUS Film,4472,Lesser Antillean Creole French,gcf,770,62,0,
JESUS Film,4473,Kreyòl Ayisyen,ht,25213,62,0,
JESUS Film,44748,Rigwe,iri,30918,62,0,
JESUS Film,448,Қарақалпақ тили,kaa,28677,62,0,
JESUS Film,4481,Qhichwa,qug,34268,62,0,
JESUS Film,4499,Shuar,jiv,34270,62,0,
JESUS Film,450,هزارگی,haz,28648,62,0,
JESUS Film,4501,Chachi,cbi,28384,62,0,
JESUS Film,4532,"Arabic, Saidi Spoken",ar-aec,22983,62,0,
JESUS Film,4547,Krio,kri,29854,62,0,
JESUS Film,4575,ትግረ,tig,1415,62,0,
JESUS Film,4576,ትግርኛ,ti-ER,32206,62,0,
JESUS Film,4585,Kunama,kun,721,62,0,
JESUS Film,4593,Blin,byn,159,62,0,
JESUS Film,4601,Eesti Keel,et,34864,62,0,
JESUS Film,4633,Dawro,dwr,420,62,0,
JESUS Film,4634,Gofa,gof,28387,62,0,
JESUS Film,4635,Gamo,gmv,34853,62,0,
JESUS Film,4655,Kambaata,ktb,601,62,0,
JESUS Film,4656,Koorete,kqy,21871,62,0,
JESUS Film,4665,Yemsa,jnj,24095,62,0,
JESUS Film,4667,Hadiyya,hdy,481,62,0,
JESUS Film,4676,"Gurage, West",sgw,31422,62,0,
JESUS Film,46771,पंजाबी,pa,1107,62,0,
JESUS Film,4684,"Gurage, Sodo",gru,472,62,0,
JESUS Film,4694,Dirasha,gdl,31764,62,0,
JESUS Film,4695,"Oromo, West-Central",gaz,31420,62,0,
JESUS Film,4699,Guji,gax,28082,62,0,
JESUS Film,4700,"Oromo, Borana-Arsi-Guji",gax,1087,62,0,
JESUS Film,4704,Gedeo,drs,433,62,0,
JESUS Film,4724,ኃምታጛ,xan,25602,62,0,
JESUS Film,4734,Wolaytta,wal,32356,62,0,
JESUS Film,47429,Chitembo,tbt,25754,62,0,
JESUS Film,4752,Nuer,nus,28655,62,0,
JESUS Film,4764,Murle,mur,29559,62,0,
JESUS Film,4767,Malo,mfx,34692,62,0,
JESUS Film,4779,Basketto,bst,119,62,0,
JESUS Film,4790,Anuak,anu,46,62,0,
JESUS Film,4791,ኣማርኛ,am,31423,62,0,
JESUS Film,4792,Hamer-Banna,amf,31482,62,0,
JESUS Film,4793,Alaba,alw,26,62,0,
JESUS Film,4797,Aari,aiw,21869,62,0,
JESUS Film,4812,Taetae Ni Kiribati,gil,665,62,0,
JESUS Film,4823,Svenska,sv,32108,62,0,
JESUS Film,483,Ελληνικά,el,33253,62,0,
JESUS Film,4835,Karjalan Kieli,krl,623,62,0,
JESUS Film,49141,Buurak,bys,30723,62,0,
JESUS Film,49145,Western Carib,car,31384,62,0,
JESUS Film,494,شئعم,kab,28664,62,0,
JESUS Film,4940,"Javanese, Caribbean",jvn,25687,62,0,
JESUS Film,4950,Reo Mā'ohi,ty,1344,62,0,
JESUS Film,496,Français,fr,35382,62,0,
JESUS Film,50087,Kifuliiru,flr,30981,62,0,
JESUS Film,50165,Chamling,rab,31135,62,0,
JESUS Film,5019,Tsogo,tsv,28594,62,0,
JESUS Film,5038,Mansoanka,msw,30515,62,0,
JESUS Film,5040,لغة مندنكا,mnk,869,62,0,
JESUS Film,5042,Mankanya,knf,25760,62,0,
JESUS Film,5048,"Fulfulde, Pulaar",fuc-x-Fulfulde,29970,62,0,
JESUS Film,5050,Fulacunda,fuc,23428,62,0,
JESUS Film,5058,Seereer,srr,1254,62,0,
JESUS Film,5059,"Crioulo, Upper Guinea",pov,301,62,0,
JESUS Film,5069,Jola-Fogny,dyo,29091,62,0,
JESUS Film,507,Tachelhit,shi,35515,62,0,
JESUS Film,5074,Abkhaz,abk,2,62,0,
JESUS Film,5076,Mingrelian,xmf,942,62,0,
JESUS Film,50836,Adangbɛ,ada,410,62,0,
JESUS Film,5089,ирон ӕвзаг,os,1089,62,0,
JESUS Film,5112,ქართული,ka,30661,62,0,
JESUS Film,512,ⵜⴰⵎⴰⵣⵉⵖⵜ,tzm,35312,62,0,
JESUS Film,5166,Gikyode,acd,28804,62,0,
JESUS Film,51689,Pipero,pip,30722,62,0,
JESUS Film,5170,Ahanta,aha,29800,62,0,
JESUS Film,5171,Ntcham,bud,1055,62,0,
JESUS Film,5173,"Birifor, Southern",biv,164,62,0,
JESUS Film,5174,Bimoba,bim,161,62,0,
JESUS Film,5183,Fulfulde,ffm,406,62,0,
JESUS Film,5187,Gonja,gjn,450,62,0,
JESUS Film,5188,"Dagaari, Southern",dga,309,62,0,
JESUS Film,5206,"Sisaala, Tumulung",sil,1286,62,0,
JESUS Film,5209,Pasaale,sig,29782,62,0,
JESUS Film,5210,Sehwi,sfw,31709,62,0,
JESUS Film,5213,Nzema,nzi,1074,62,0,
JESUS Film,5220,Nawdm,nmz,1018,62,0,
JESUS Film,5224,"Kulango, Bouna",nku,714,62,0,
JESUS Film,5228,Nafaanra,nfr,31715,62,0,
JESUS Film,5232,Chumburung,ncu,29634,62,0,
JESUS Film,5240,Mampruli,maw,30298,62,0,
JESUS Film,525,دزيري,ar-arq,28668,62,0,
JESUS Film,5251,Lelemi,lef,29137,62,0,
JESUS Film,5257,"Kulango, Bondoukou",kzc,713,62,0,
JESUS Film,5261,"Kusaal, Eastern",kus,732,62,0,
JESUS Film,5276,Wali,wlx,30296,62,0,
JESUS Film,5279,Vagla,vag,29136,62,0,
JESUS Film,5288,Fante,fat,20,62,0,
JESUS Film,529,English,en,34991,62,0,
JESUS Film,5291,Tampulma,tpm,28036,62,0,
JESUS Film,5296,Akposo,kpo,25,62,0,
JESUS Film,530,Gagana Sāmoa,sm,1224,62,0,
JESUS Film,5302,Konkomba,xon,694,62,0,
JESUS Film,5303,Konni,kma,31431,62,0,
JESUS Film,53095,Namwanga,mwn,31336,62,0,
JESUS Film,531,Català,ca,220,62,0,
JESUS Film,5319,Hanga,hag,29135,62,0,
JESUS Film,53287,ދިވެހި,dv,30303,62,0,
JESUS Film,53297,Tetun,tet,1393,62,0,
JESUS Film,53298,Karnali,jml,30656,62,0,
JESUS Film,53299,قىرعىز,ky,30767,62,0,
JESUS Film,53300,फिजी बात,hif,31000,62,0,
JESUS Film,5331,Èʋegbe,ee,381,62,0,
JESUS Film,53312,Ywom,gek,30973,62,0,
JESUS Film,53313,Mgbolizhia,gmz,30962,62,0,
JESUS Film,53321,Balanta-Naga,ble-x-Naga,31021,62,0,
JESUS Film,53326,Dendi (Djougou),ddn,30982,62,0,
JESUS Film,53327,Khoekhoegowab,naq,24851,62,0,
JESUS Film,5333,Anyin,any,48,62,0,
JESUS Film,53330,Bacama-Bwatiye,bcy,30174,62,0,
JESUS Film,53333,کوردی,kmr,30993,62,0,
JESUS Film,53345,Levantine Turkmen,tuk,34940,62,0,
JESUS Film,53346,Mro,cmr,30499,62,0,
JESUS Film,53347,اللهجة العربيّة السورىّة,ar-ajp,34965,62,0,
JESUS Film,53352,漢語,zh-x-Guiliu,34986,62,0,
JESUS Film,53355,Dadeldhureli,dty,29869,62,0,
JESUS Film,53370,"Songhay, Gao",ses,30752,62,0,
JESUS Film,53389,አውጚ,awn,79,62,0,
JESUS Film,53392,Takuu/Nakumanu,nho,31434,62,0,
JESUS Film,53394,Jola-Felupe,eja,30514,62,0,
JESUS Film,53395,Dijim (Cham),cfa,30727,62,0,
JESUS Film,53400,فارسی,prs,28646,62,0,
JESUS Film,53401,Kinyakyusa (Tanzania),nyy,34966,62,0,
JESUS Film,53402,Zul,plj,31110,62,0,
JESUS Film,53403,Obo Manobo,obo,30275,62,0,
JESUS Film,53409,Djola-Bayote,bda,30512,62,0,
JESUS Film,53417,"Senoufo, Tagbana",tgw,31660,62,0,
JESUS Film,53418,For,fvr,408,62,0,
JESUS Film,53421,"Carib, Eastern",car-x-Eastern,30160,62,0,
JESUS Film,53423,Lis Ma Ron,cla,31679,62,0,
JESUS Film,53430,Kuna,cuk,33162,62,0,
JESUS Film,53431,"Kabuverdianu, Sotaventu",kea,28777,62,0,
JESUS Film,53432,Kolokuma (Izon),ijc,29593,62,0,
JESUS Film,53433,Ngbugu,lnl,29824,62,0,
JESUS Film,53434,Banda-Linda,liy,25703,62,0,
JESUS Film,53435,Bhogoto,bdt,25861,62,0,
JESUS Film,53438,ܠܫܵܢܵܐ ܣܘܪܝܝܐ,syc,28657,62,0,
JESUS Film,53441,اللغة المصرية الحديثة,ar-arb-EG,28673,62,0,
JESUS Film,5379,Chamoru,ch,230,62,0,
JESUS Film,5392,"Cakchiquel, Western",cak,25776,62,0,
JESUS Film,5397,"Cakchiquel, Eastern",cak,25777,62,0,
JESUS Film,5398,"Quiche, Joyabaj",quc,33542,62,0,
JESUS Film,5399,Qhichwa,quc,1158,62,0,
JESUS Film,5408,"Mam, Central",mam-x-Central,25683,62,0,
JESUS Film,5410,"Mam, Tajumulco",mam-x-Tajumulco,859,62,0,
JESUS Film,5415,"Jacalteco, Western",jac,556,62,0,
JESUS Film,5420,"Ixil, Nebaj",ixl,28620,62,0,
JESUS Film,5425,Qhichwa,quc,1159,62,0,
JESUS Film,5427,"Mam, Northern",mam,857,62,0,
JESUS Film,5428,Acateco,knj,31498,62,0,
JESUS Film,5431,Uspanteco,usp,23591,62,0,
JESUS Film,5433,"Tzutujil, Eastern",tzj,31519,62,0,
JESUS Film,5437,"Cakchiquel, South Central",cak,25601,62,0,
JESUS Film,5439,"Cakchiquel, Central",cak,216,62,0,
JESUS Film,5441,"Achi, Rabinal",acr,28171,62,0,
JESUS Film,5446,Papel,pbo,1109,62,0,
JESUS Film,545,"Kongo, San Salvador",kwy,24972,62,0,
JESUS Film,5450,Maninka,emk,30003,62,0,
JESUS Film,5456,"Kpelle, Guinea",gkp,704,62,0,
JESUS Film,5459,Fuuta Jalon,fuf,30001,62,0,
JESUS Film,5462,Dan,dnj,21549,62,0,
JESUS Film,5468,Yalunka,yal,25813,62,0,
JESUS Film,547,Kwangali,kwn,736,62,0,
JESUS Film,5470,Susu,sus,29997,62,0,
JESUS Film,5472,Mano,mev,34583,62,0,
JESUS Film,548,Oshikwanyama,kj,30138,62,0,
JESUS Film,5481,"Kissi, Northern",kqs,31637,62,0,
JESUS Film,5485,Kuranko,knk,724,62,0,
JESUS Film,5500,Warao,wba,34840,62,0,
JESUS Film,5511,"Hindi, Caribbean",hns,24779,62,0,
JESUS Film,5527,Miskito,miq,943,62,0,
JESUS Film,554,Luvale,lue,810,62,0,
JESUS Film,5541,Српски,sr,1252,62,0,
JESUS Film,5545,Slovenčina,sk,22282,62,0,
JESUS Film,5546,Română,ro,35519,62,0,
JESUS Film,555,Luchazi,lch,802,62,0,
JESUS Film,5603,Awadhi,awa,35220,62,0,
JESUS Film,5611,Braj Bhasha,bra,35232,62,0,
JESUS Film,5612,Bazigar,bfr,31537,62,0,
JESUS Film,5613,படகா,bfq,35222,62,0,
JESUS Film,5625,Kangri,xnr,30571,62,0,
JESUS Film,564,Umbundu,umb,1477,62,0,
JESUS Film,5647,Churahi,cdj,25070,62,0,
JESUS Film,5648,Chodri,cdi,282,62,0,
JESUS Film,5652,Chambeali,cdh,26949,62,0,
JESUS Film,5667,भोजपुरी,bho,35303,62,0,
JESUS Film,5671,Bhadrawahi,bhd,152,62,0,
JESUS Film,569,Kimbundu,kmb,926,62,0,
JESUS Film,5695,Bhili,bhb,155,62,0,
JESUS Film,5696,Bharia,bha,28237,62,0,
JESUS Film,5697,Bhatri,bgw,153,62,0,
JESUS Film,5699,Bagri,bgq,88,62,0,
JESUS Film,570,Mbukushu,mhw,923,62,0,
JESUS Film,5700,بلوچی,bgp,96,62,0,
JESUS Film,5703,Bauria,bge,28235,62,0,
JESUS Film,5709,Haryanvi,bgc,35236,62,0,
JESUS Film,573,Lunda,lun,806,62,0,
JESUS Film,5766,Wagdi,wbr,1497,62,0,
JESUS Film,5767,Waddar,wbq,25743,62,0,
JESUS Film,5771,Varli,vav,22749,62,0,
JESUS Film,5772,Vasavi,vas,1488,62,0,
JESUS Film,580,Yaka,yaf,1521,62,0,
JESUS Film,581,Xun,xuu,1520,62,0,
JESUS Film,5829,ತುಳು ಬಾಸೆ,tcy,35428,62,0,
JESUS Film,583,Ruund,rnd,1203,62,0,
JESUS Film,584,Português,pt,33175,62,0,
JESUS Film,5848,తెలుగు,te,34985,62,0,
JESUS Film,5871,தமிழ்,ta,30362,62,0,
JESUS Film,5872,तामाङ,taj,1359,62,0,
JESUS Film,5879,Sora,srb,31126,62,0,
JESUS Film,588,Nyaneka,nyk,25786,62,0,
JESUS Film,5907,سرائیکی,skr,28695,62,0,
JESUS Film,5918,Shina,scl,1266,62,0,
JESUS Film,5920,Saurashtra,saz,26945,62,0,
JESUS Film,5930,Rawang,raw,30496,62,0,
JESUS Film,5934,Rabha,rah,1165,62,0,
JESUS Film,5935,Mirgan,zrg,31566,62,0,
JESUS Film,5949,پنجابی,pnb,28691,62,0,
JESUS Film,5956,Pengo,peg,30575,62,0,
JESUS Film,5960,Pardhi,pcl,30576,62,0,
JESUS Film,5961,"Chin, Paite",pck,26963,62,0,
JESUS Film,5967,Duruwa,pci,352,62,0,
JESUS Film,5968,Pardhan,pch,28270,62,0,
JESUS Film,5969,Paniya,pcg,28268,62,0,
JESUS Film,5973,Pnar,pbv,1124,62,0,
JESUS Film,6007,"Tangshang, Shecyu-Cyamcyang",nst,30248,62,0,
JESUS Film,6029,Nimadi,noe,22744,62,0,
JESUS Film,6044,"Naga, Tangkhul",nmf,1001,62,0,
JESUS Film,6071,"Naga, Angami",njm,996,62,0,
JESUS Film,6079,"Naga, Lotha",njh,25734,62,0,
JESUS Film,6093,नेपाल भाषा,new,30375,62,0,
JESUS Film,6108,"Naga, Rongmei",nbu,25680,62,0,
JESUS Film,6110,"Naga, Mao",nbi,999,62,0,
JESUS Film,6144,"Naga, Konyak",nbe,998,62,0,
JESUS Film,616,Aymar Aru,ayr,25220,62,0,
JESUS Film,6171,Malvi,mup,856,62,0,
JESUS Film,6174,मराठी,mr,33279,62,0,
JESUS Film,6178,Maria,mrr,891,62,0,
JESUS Film,6186,मगही,mag,35424,62,0,
JESUS Film,6199,मैथिली,mai,30359,62,0,
JESUS Film,6209,Marwari,rwr,896,62,0,
JESUS Film,6210,Mal Paharia,mkb,25678,62,0,
JESUS Film,622,Kaiwa,kgk,33507,62,0,
JESUS Film,6222,Sauria Paharia,mjt,1236,62,0,
JESUS Film,623,Avañe'ẽ,gun,40128,62,0,
JESUS Film,6242,Mandeali,mjl,868,62,0,
JESUS Film,6259,Limbu,lif,30373,62,0,
JESUS Film,6271,ལ་དྭགས་སྐད།,lbj,743,62,0,
JESUS Film,6275,Kuvi,kxv,26948,62,0,
JESUS Film,6278,Kui,kxu,35317,62,0,
JESUS Film,6282,Koraku,ksz,33329,62,0,
JESUS Film,6298,كٲشُر,ks,28694,62,0,
JESUS Film,6318,ಕನ್ನಡ,kn,610,62,0,
JESUS Film,6326,Kharia,khr,31129,62,0,
JESUS Film,633,Qhichwa,quh,1157,62,0,
JESUS Film,6330,Ahirani,ahr,651,62,0,
JESUS Film,6353,Kumauni,kfy,718,62,0,
JESUS Film,6362,Kanjari,kft,25075,62,0,
JESUS Film,6363,Bilaspuri,kfs,158,62,0,
JESUS Film,6370,Korku,kfq,22750,62,0,
JESUS Film,6372,Korwa,kfp,33330,62,0,
JESUS Film,6383,Kinnauri,kfk,28253,62,0,
JESUS Film,6400,Koya,kff,703,62,0,
JESUS Film,6414,Kukna,kex,712,62,0,
JESUS Film,6425,Juray,juy,30577,62,0,
JESUS Film,6426,Juang,jun,31555,62,0,
JESUS Film,6428,Jaunsari,jns,25597,62,0,
JESUS Film,644,Mapudungun,arn,880,62,0,
JESUS Film,6440,Irula,iru,28288,62,0,
JESUS Film,646,Հայերեն,hy,33181,62,0,
JESUS Film,6463,छत्तीसगढ़ी,hne,35234,62,0,
JESUS Film,6464,हिंदी,hi,33243,62,0,
JESUS Film,6465,Hmar,hmr,34177,62,0,
JESUS Film,6485,तमु क्यी,gvr,30371,62,0,
JESUS Film,6511,"Gondi, Northern",gno,449,62,0,
JESUS Film,6532,Garhwali,gbm,35237,62,0,
JESUS Film,6533,Gamit,gbl,418,62,0,
JESUS Film,6535,Gaddi,gbk,411,62,0,
JESUS Film,6548,Dhodia,dho,330,62,0,
JESUS Film,6558,"Maria, Dandami",daq,313,62,0,
JESUS Film,6596,Kathiyawadi,gu-x-Kathiyawadi,21643,62,0,
JESUS Film,6600,ગુજરાતી,gu,33280,62,0,
JESUS Film,6631,Kanauji,bjj,606,62,0,
JESUS Film,6642,Bhattiyali,bht,25811,62,0,
JESUS Film,6648,Bagheli,bfy,87,62,0,
JESUS Film,6654,بلتی,bft,29790,62,0,
JESUS Film,6679,بلوچی,bcc,28689,62,0,
JESUS Film,6788,فارسي (فارسي فارسي),fa,28645,62,0,
JESUS Film,6800,Bakhtiari,bqi,29794,62,0,
JESUS Film,6884,Gaeilge,ga,32395,62,0,
JESUS Film,689,آذربایجان دیلی,azj,31442,62,0,
JESUS Film,6930,עברית,he,494,62,0,
JESUS Film,6934,Bukharian,bhh,35405,62,0,
JESUS Film,6975,"Sardinian, Logudorese",src,1234,62,0,
JESUS Film,7083,日本語,ja,35198,62,0,
JESUS Film,7103,"Okinawan, Central",ryu,1081,62,0,
JESUS Film,7139,Нохчийн мотт,ce,29848,62,0,
JESUS Film,7164,Embu,ebu,369,62,0,
JESUS Film,7166,Duruma,dug,351,62,0,
JESUS Film,7176,Digo,dig,30476,62,0,
JESUS Film,7186,Kuria,kuj,726,62,0,
JESUS Film,7222,Suba,sxb,1320,62,0,
JESUS Film,7227,Sabaot,spy,1209,62,0,
JESUS Film,7235,Samia,lsm,1208,62,0,
JESUS Film,7237,Samburu,saq,1222,62,0,
JESUS Film,7238,Rendille,rel,31836,62,0,
JESUS Film,7248,"Pokomo, Lower",pkb,21983,62,0,
JESUS Film,7251,Pokoot,pko,1126,62,0,
JESUS Film,7266,Okiek,oki,32671,62,0,
JESUS Film,7285,Turkana,tuv,21939,62,0,
JESUS Film,7300,Mwimbi-Igoji-Muthambi,mws,993,62,0,
JESUS Film,7309,ɔl Maa,mas,32514,62,0,
JESUS Film,7321,"Kalenjin, Kipsigis",kln,595,62,0,
JESUS Film,7326,Gusii,guz,477,62,0,
JESUS Film,7334,Taita,dav,1349,62,0,
JESUS Film,7343,Chonyi,coh,25671,62,0,
JESUS Film,7350,Hamgyongdo,ko-x-Hamgyongdo,29610,62,0,
JESUS Film,7371,"Bru, Eastern",bru,189,62,0,
JESUS Film,7411,ພາສາລາວ,lo,30554,62,0,
JESUS Film,7428,Tai Don,twh,1347,62,0,
JESUS Film,7481,Nung,nut,1058,62,0,
JESUS Film,7506,Katang,ncq,28498,62,0,
JESUS Film,7516,Tai Dam,blt,1346,62,0,
JESUS Film,7519,Latviešu,lv,24828,62,0,
JESUS Film,7546,seSotho,st,1310,62,0,
JESUS Film,7547,isiZulu,zu,33362,62,0,
JESUS Film,7564,Vai,vai,1,62,0,
JESUS Film,7577,Mende,men,932,62,0,
JESUS Film,7584,Loma,lom,34652,62,0,
JESUS Film,7586,"Pidgin, Liberian",lir,31600,62,0,
JESUS Film,7587,"Kisi, Southern",kss,31030,62,0,
JESUS Film,7609,"Kpelle, Liberia",xpe,34538,62,0,
JESUS Film,7617,Gola,gol,448,62,0,
JESUS Film,7655,Bandi,bza,30522,62,0,
JESUS Film,7658,Gbii,ggb,31153,62,0,
JESUS Film,7698,Lietuvių,lt,29823,62,0,
JESUS Film,7735,Bara,bhr,28156,62,0,
JESUS Film,7750,Fiteny Malagasy,mg-xmv,25173,62,0,
JESUS Film,7752,Shimaore,swb,1265,62,0,
JESUS Film,7761,Fiteny Malagasy,mg,31058,62,0,
JESUS Film,7773,Yao,yao,1527,62,0,
JESUS Film,7786,chiTumbuka,tum,1455,62,0,
JESUS Film,7788,"Sena, Malawi",swk,25666,62,0,
JESUS Film,7790,Lomwe,ngl,795,62,0,
JESUS Film,7791,Mpoto,mpa,976,62,0,
JESUS Film,7792,Lambya,lai,752,62,0,
JESUS Film,7793,Kokola,kzn,25593,62,0,
JESUS Film,7807,"Tamajeq, Tahoua",ttq,1358,62,0,
JESUS Film,7811,"Senoufo, Supyire",spp,1248,62,0,
JESUS Film,7839,"Arabic, Hassaniya",ar-mey,28679,62,0,
JESUS Film,7885,Malti,mt,32197,62,0,
JESUS Film,7889,Kajin M̧ajeļ,mh,894,62,0,
JESUS Film,7897,Wollof,wo,1516,62,0,
JESUS Film,7922,"Chinanteco, Tepetotutla",cnt,249,62,0,
JESUS Film,7926,"Chinanteco, Tlacoatzintepec",ctl,31612,62,0,
JESUS Film,7946,"Zapoteco, Western Pochutla",ztp,25835,62,0,
JESUS Film,7954,"Zapoteco, Southern Rincon",zsr,1559,62,0,
JESUS Film,7960,"Zapoteco, Yalalag",zpu,1562,62,0,
JESUS Film,7988,"Zoque, Francisco Leon",zos,1569,62,0,
JESUS Film,8000,"Zapoteco, Mitla",zaw,22860,62,0,
JESUS Film,8014,"Zapoteco, Isthmus",zai,1554,62,0,
JESUS Film,8021,"Zapoteco, San Juan Guelavia",zab,1561,62,0,
JESUS Film,8023,"Zapoteco, Sierra De Juarez",zaa,1558,62,0,
JESUS Film,8026,Yaqui,yaq,1528,62,0,
JESUS Film,8038,"Mixteco, Central Juxtlahuaca",vmc,947,62,0,
JESUS Film,8069,"Tzotzil, Chamula",tzo,1467,62,0,
JESUS Film,8072,"Tzeltal, Bachajon",tzh-x-Bachajon,1465,62,0,
JESUS Film,8075,Purepecha,tsz,1140,62,0,
JESUS Film,8079,"Trique, San Juan Copala",trc,1443,62,0,
JESUS Film,8089,"Totonaca, Sierra",tos,1441,62,0,
JESUS Film,8093,Tojolabal,toj,1421,62,0,
JESUS Film,8108,"Tarahumara, Central",tar,1369,62,0,
JESUS Film,8109,Tarahumara Baja,tac,1367,62,0,
JESUS Film,8130,"Popoloca, San Felipe Otlaltepec",pow,1131,62,0,
JESUS Film,8133,"Popoluca, Sierra",poi,1132,62,0,
JESUS Film,8134,"Popoloca, San Juan Atzingo",poe,1130,62,0,
JESUS Film,8145,"Pame, Central",pbs,1101,62,0,
JESUS Film,8154,"Otomi, Western",otq,1093,62,0,
JESUS Film,8156,"Otomi, Eastern",otm,1091,62,0,
JESUS Film,8158,"Otomi, Mezquital",ote,1092,62,0,
JESUS Film,8164,Māsēwallahtōlli,nlv,1007,62,0,
JESUS Film,8170,Māsēwallahtōlli,nhw,1004,62,0,
JESUS Film,8173,Māsēwallahtōlli,npl,1010,62,0,
JESUS Film,8188,Māsēwallahtōlli,nhe,1003,62,0,
JESUS Film,8193,"Mixteco, Metlatonoc",mxv-x-Metlatonoc,951,62,0,
JESUS Film,8202,"Mixteco, Northwest Oaxaca",mxa,31198,62,0,
JESUS Film,8235,"Mixe, Coatlan",mco,944,62,0,
JESUS Film,8241,Mazahua,maz,910,62,0,
JESUS Film,8245,"Mazateco, Huautla De Jimenez",mau,35546,62,0,
JESUS Film,8265,"Huasteco, San Luis Potosi",hus-MX-SLP,512,62,0,
JESUS Film,8266,"Huave, San Mateo Del Mar",huv,514,62,0,
JESUS Film,8272,"Huasteco, Veracruz",hus,513,62,0,
JESUS Film,8277,Huichol,hch,516,62,0,
JESUS Film,8281,"Chatino, Zenzontepec",czn,29863,62,0,
JESUS Film,8282,"Chatino, Nopala",cya,28001,62,0,
JESUS Film,8284,"Cuicateco, Tepeuxila",cux,35545,62,0,
JESUS Film,8287,"Mixteco, Silacayoapan",mks,955,62,0,
JESUS Film,8293,"Mixteco, Southern Puebla",mit,956,62,0,
JESUS Film,8294,"Mixteco, Diuxi-Tilantongo",xtd,949,62,0,
JESUS Film,8295,Mixe Del Istmo,mir,35509,62,0,
JESUS Film,8296,"Mixteco, Santa Maria Apasco",mip,29994,62,0,
JESUS Film,8299,"Mixteco, Alacatlatzala",mim,946,62,0,
JESUS Film,8303,"Mixteco, Eastern",mil,950,62,0,
JESUS Film,8315,"Chol, Tumbala",ctu,34463,62,0,
JESUS Film,8323,Cora,crn,295,62,0,
JESUS Film,8336,Māsēwallahtōlli,azz,1008,62,0,
JESUS Film,8338,"Amuzgo, Oaxaca",azg,41,62,0,
JESUS Film,8343,"Chinanteco, Quiotepec",chq,248,62,0,
JESUS Film,8351,"Amuzgo, Guerrero",amu,35544,62,0,
JESUS Film,8381,Yapese,yap,22895,62,0,
JESUS Film,8418,الدارجة,ar-ary,29941,62,0,
JESUS Film,8420,Chopi,cce,287,62,0,
JESUS Film,8426,Chwabo,chw,294,62,0,
JESUS Film,8433,"Makonde, Mozambique",kde,837,62,0,
JESUS Film,8434,Koti,eko,33418,62,0,
JESUS Film,8441,Ndau,ndc,1021,62,0,
JESUS Film,8456,Manyika,mxc,876,62,0,
JESUS Film,8464,Nsenga,nse,1054,62,0,
JESUS Film,8486,Mwani,wmw,991,62,0,
JESUS Film,8494,xiTsonga,ts,1446,62,0,
JESUS Film,8506,chiShona,sn,1270,62,0,
JESUS Film,8513,Sena,seh,1244,62,0,
JESUS Film,8520,Ronga,rng,1187,62,0,
JESUS Film,8523,Nyungwe,nyu,1072,62,0,
JESUS Film,8631,"Karen, Sgaw",ksw,30389,62,0,
JESUS Film,8684,လိၵ်ႈတႆး,shn,30394,62,0,
JESUS Film,8714,"Karen, Pwo",pwo,30387,62,0,
JESUS Film,8746,"Chin, Mun",mwq,30386,62,0,
JESUS Film,8799,Lozi,loz,35078,62,0,
JESUS Film,8818,NULLEkakairũ Naoero,na,1016,62,0,
JESUS Film,8972,Rana Tharu,thr,30381,62,0,
JESUS Film,8982,Thami,thf,32940,62,0,
JESUS Film,8989,तामाङ,tdg,1360,62,0,
JESUS Film,9030,मगर भाषा,mrd,25735,62,0,
JESUS Film,9131,Papiamentu,pap,1110,62,0,
JESUS Film,9181,Bislama,bi,30266,62,0,
JESUS Film,9198,te Reo Māori,mi,878,62,0,
JESUS Film,9290,Agatu,agc,31717,62,0,
JESUS Film,9291,Legbo,agb,31705,62,0,
JESUS Film,9316,Cishingini,asg,30141,62,0,
JESUS Film,9317,Anaang,anw,29151,62,0,
JESUS Film,9346,Okrika,okr,1082,62,0,
JESUS Film,9384,Nupe,nup,30119,62,0,
JESUS Film,9396,Ngizim,ngi,31730,62,0,
JESUS Film,9410,Ngamo,nbh,31729,62,0,
JESUS Film,9461,Miya,mkf,30516,62,0,
