Film Name,Language ID,Language BCP47,Version,ReEncodeStarted,Total Present,Total Missing,Missing Video IDs
JESUS Film,141199,keu,28601,Y,62,0,
JESUS Film,5420,ixl,28620,Y,62,0,
JESUS Film,24343,dhd,28623,Y,62,0,
JESUS Film,13562,ar-apd,28634,Y,62,0,
JESUS Film,20547,ar-aeb,28636,Y,62,0,
JESUS Film,20550,hy-arevmda,28638,Y,62,0,
JESUS Film,20551,aii,28639,Y,62,0,
JESUS Film,13586,bfa,28640,Y,62,0,
JESUS Film,21096,,28641,Y,62,0,
JESUS Film,24267,dip,28643,Y,62,0,
JESUS Film,139058,dib,28644,Y,62,0,
JESUS Film,6788,fa,28645,Y,62,0,
JESUS Film,53400,prs,28646,Y,62,0,
JESUS Film,450,haz,28648,Y,62,0,
JESUS Film,22684,kiu,28650,Y,62,0,
JESUS Film,20770,ko-kmr,28652,Y,62,0,
JESUS Film,13901,mgd,28654,Y,62,0,
JESUS Film,4752,nus,28655,Y,62,0,
JESUS Film,53438,syc,28657,Y,62,0,
JESUS Film,420,tk,28660,Y,62,0,
JESUS Film,20592,cld,28662,Y,62,0,
JESUS Film,494,kab,28664,Y,62,0,
JESUS Film,525,ar-arq,28668,Y,62,0,
JESUS Film,371,kk,28669,Y,62,0,
JESUS Film,13848,shk,28670,Y,62,0,
JESUS Film,1124,tly,28672,Y,62,0,
JESUS Film,53441,ar-arb-EG,28673,Y,62,0,
JESUS Film,20533,ar-arz,28675,Y,62,0,
JESUS Film,448,kaa,28677,Y,62,0,
JESUS Film,7839,ar-mey,28679,Y,62,0,
JESUS Film,407,ur,28687,Y,62,0,
JESUS Film,6679,bcc,28689,Y,62,0,
JESUS Film,5949,pnb,28691,Y,62,0,
JESUS Film,389,sd,28692,Y,62,0,
JESUS Film,10450,hno,28693,Y,62,0,
JESUS Film,6298,ks,28694,Y,62,0,
JESUS Film,5907,skr,28695,Y,62,0,
JESUS Film,351,brh,28696,Y,62,0,
JESUS Film,19766,jv-x-Cirebon,28697,Y,62,0,
JESUS Film,16652,bew,28698,Y,62,0,
JESUS Film,17501,lbw,28700,Y,62,0,
JESUS Film,21248,mak,28702,Y,62,0,
JESUS Film,19537,bhp,28703,Y,62,0,
JESUS Film,13195,jv,28704,Y,62,0,
JESUS Film,141801,,28705,Y,62,0,
JESUS Film,17752,kge,28706,Y,62,0,
JESUS Film,17688,ace,28708,Y,62,0,
JESUS Film,13183,mad,28710,Y,62,0,
JESUS Film,1927,ms,28712,Y,62,0,
JESUS Film,12624,mrw,28714,Y,62,0,
JESUS Film,12535,tsg,28715,Y,62,0,
JESUS Film,20654,dtp,28717,Y,62,0,
JESUS Film,1924,iba,28718,Y,62,0,
JESUS Film,17471,mdr,28719,Y,62,0,
JESUS Film,16176,ayz,28738,Y,62,0,
Story Clubs,20654,dtp,28739,,14,0,
Story of Jesus for Children,20654,dtp,28739,Y,1,0,
JESUS Film,185197,,28740,Y,62,0,
JESUS Film,98588,,28740,Y,62,0,
JESUS Film,4468,aa,28744,Y,62,0,
JESUS Film,1341,ha,28746,Y,62,0,
JESUS Film,4466,so,28747,Y,62,0,
JESUS Film,1308,yo,28749,Y,62,0,
JESUS Film,410,ug,28751,Y,62,0,
JESUS Film,12588,sml,28753,Y,62,0,
JESUS Film,12529,yka,28754,Y,62,0,
JESUS Film,53431,kea,28777,Y,62,0,
JESUS Film,27152,gaa,28782,Y,62,0,
JESUS Film,5166,acd,28804,Y,62,0,
JESUS Film,23525,zne-Sd,28822,Y,62,0,
JESUS Film,5563,is,28828,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,3957,pce,28842,Y,62,0,
Story Clubs,371,kk,28857,,14,0,
Story of Jesus for Children,371,kk,28857,Y,1,0,
Story Clubs,20899,ru-143,28858,,14,0,
Story of Jesus for Children,20899,ru-143,28858,Y,1,0,
Story Clubs,420,tk,28859,,14,0,
Story of Jesus for Children,420,tk,28859,Y,1,0,
Story Clubs,53299,ky,28860,,14,0,
Story of Jesus for Children,53299,ky,28860,Y,1,0,
Story Clubs,24309,tg,28861,,14,0,
Story of Jesus for Children,24309,tg,28861,Y,1,0,
Story Clubs,3888,uzn,28862,,14,0,
Story of Jesus for Children,3888,uzn,28862,Y,1,0,
Story Clubs,448,kaa,28863,,14,0,
Story of Jesus for Children,448,kaa,28863,Y,1,0,
JESUS Film,139082,bn-BD,28886,Y,62,0,
Story Clubs,185221,,28887,,14,0,
Story of Jesus for Children,185221,,28887,Y,1,0,
JESUS Film,4178,pid,28893,Y,62,0,
JESUS Film,99703,,28964,Y,62,0,
Story Clubs,1171,as,28966,,14,0,
Story of Jesus for Children,1171,as,28966,Y,1,0,
Story Clubs,143789,mni,28967,,14,0,
Story of Jesus for Children,143789,mni,28967,Y,1,0,
Story Clubs,1197,kha,28968,,14,0,
Story of Jesus for Children,1197,kha,28968,Y,1,0,
JESUS Film,41117,tnc,28981,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
Story Clubs,184479,gom,28988,,14,0,
Story of Jesus for Children,184479,gom,28988,Y,1,0,
Story Clubs,6298,ks,28989,,14,0,
Story of Jesus for Children,6298,ks,28989,Y,1,0,
Story Clubs,6532,gbm,28990,,14,0,
Story of Jesus for Children,6532,gbm,28990,Y,1,0,
Story Clubs,6463,hne,28991,,14,0,
Story of Jesus for Children,6463,hne,28991,Y,1,0,
Story Clubs,4547,kri,28993,,14,0,
Story of Jesus for Children,4547,kri,28993,Y,1,0,
Story Clubs,13098,tem,28994,,14,0,
Story of Jesus for Children,13098,tem,28994,Y,1,0,
Story Clubs,7577,men,28995,,14,0,
Story of Jesus for Children,7577,men,28995,Y,1,0,
Story Clubs,1308,yo,28996,,14,0,
Story of Jesus for Children,1308,yo,28996,Y,1,0,
JESUS Film,184811,,29005,Y,62,0,
JESUS Film,2713,ewo,29031,Y,62,0,
JESUS Film,24014,fub,29034,Y,62,0,
JESUS Film,2104,dyu,29037,Y,62,0,
JESUS Film,184845,,29040,Y,62,0,
JESUS Film,24218,sjm,29052,Y,62,0,
Story Clubs,1341,ha,29071,,14,0,
Story of Jesus for Children,1341,ha,29071,Y,1,0,
JESUS Film,9774,ig,29072,Y,62,0,
JESUS Film,10085,gbr,29080,Y,62,0,
JESUS Film,23511,,29087,Y,62,0,
JESUS Film,5069,dyo,29091,Y,62,0,
JESUS Film,140520,,29093,Y,62,0,
JESUS Film,24410,,29093,Y,62,0,
JESUS Film,17269,,29117,Y,62,0,
JESUS Film,411,tt,29126,Y,62,0,
JESUS Film,18450,ba,29127,Y,62,0,
JESUS Film,20526,sq,29129,Y,62,0,
JESUS Film,20528,sq-aln,29130,Y,62,0,
JESUS Film,5338,ade,29134,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,5319,hag,29135,Y,62,0,
JESUS Film,5279,vag,29136,Y,62,0,
JESUS Film,5251,lef,29137,Y,62,0,
Story Clubs,53424,,29138,,14,0,
Story of Jesus for Children,53424,,29138,Y,1,0,
JESUS Film,9317,anw,29151,Y,62,0,
Story Clubs,9774,ig,29164,,14,0,
Story of Jesus for Children,9774,ig,29164,Y,1,0,
JESUS Film,23926,gbo,29209,Y,62,0,
Story Clubs,20601,yue,29248,,14,0,
Story of Jesus for Children,20601,yue,29248,Y,1,0,
JESUS Film,15471,szg,29256,Y,62,0,
Story Clubs,494,kab,29259,,14,0,
Story of Jesus for Children,494,kab,29259,Y,1,0,
Story Clubs,3934,ru,29265,,14,0,
Story of Jesus for Children,3934,ru,29265,Y,1,0,
JESUS Film,16214,nlc,29266,Y,62,0,
JESUS Film,15903,zdj,29278,Y,62,0,
JESUS Film,20789,khb,29279,Y,62,0,
Story Clubs,13414,ve,29284,,14,0,
Story of Jesus for Children,13414,ve,29284,Y,1,0,
JESUS Film,4247,csn,29367,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,4764,mur,29559,Y,62,0,
JESUS Film,13889,mor,29560,Y,62,0,
JESUS Film,23225,khg,29571,Y,62,0,
JESUS Film,15088,pbh,29573,Y,62,0,
Story Clubs,4415,it,29575,,14,0,
Story of Jesus for Children,4415,it,29575,Y,1,0,
Story Clubs,185021,,29576,,14,0,
Story Clubs,529,en,29576,,14,0,
Story of Jesus for Children,185021,,29576,Y,1,0,
Story of Jesus for Children,529,en,29576,Y,1,0,
JESUS Film,12518,prf,29577,Y,62,0,
Story Clubs,20900,rw,29579,,14,0,
Story of Jesus for Children,20900,rw,29579,Y,1,0,
JESUS Film,1552,jaa,29582,Y,62,0,
JESUS Film,1566,hix,29584,Y,62,0,
Story Clubs,13465,nso,29585,,14,0,
Story of Jesus for Children,13465,nso,29585,Y,1,0,
JESUS Film,53432,ijc,29593,Y,62,0,
Story Clubs,22847,ywq,29601,,14,0,
Story of Jesus for Children,22847,ywq,29601,Y,1,0,
JESUS Film,24141,vun,29608,Y,62,0,
JESUS Film,24142,jmc,29609,Y,62,0,
JESUS Film,7350,ko-x-Hamgyongdo,29610,Y,62,0,
JESUS Film,101096,pps,29613,Y,62,0,
JESUS Film,24007,mxv,29616,Y,62,0,
JESUS Film,3804,ko,29619,Y,62,0,
Story Clubs,6209,rwr,29622,,14,0,
Story of Jesus for Children,6209,rwr,29622,Y,1,0,
Story Clubs,407,ur,29623,,14,0,
Story of Jesus for Children,407,ur,29623,Y,1,0,
Story Clubs,1231,trp,29624,,14,0,
Story of Jesus for Children,1231,trp,29624,Y,1,0,
JESUS Film,5232,ncu,29634,Y,62,0,
JESUS Film,180999,kad,29643,Y,62,0,
JESUS Film,17753,,29670,Y,62,0,
JESUS Film,143339,xdy,29672,Y,62,0,
JESUS Film,23979,mfv,29739,Y,62,0,
JESUS Film,21211,czh,29773,Y,62,0,
JESUS Film,4187,noa,29778,Y,62,0,
JESUS Film,5209,,29782,Y,62,0,
JESUS Film,6654,bft,29790,Y,62,0,
JESUS Film,24413,mku,29793,Y,62,0,
JESUS Film,6800,bqi,29794,Y,62,0,
JESUS Film,5170,aha,29800,Y,62,0,
JESUS Film,141238,,29809,Y,62,0,
JESUS Film,24024,km-khm,29812,Y,62,0,
JESUS Film,7698,lt,29823,Y,62,0,
JESUS Film,53433,lnl,29824,Y,62,0,
JESUS Film,42106,kby,29830,Y,62,0,
JESUS Film,2005,snk,29835,Y,62,0,
JESUS Film,184566,id,29839,Y,62,0,
JESUS Film,18617,tab,29842,Y,62,0,
JESUS Film,1127,lez,29843,Y,62,0,
JESUS Film,14629,kum,29844,Y,62,0,
JESUS Film,18509,lbe,29845,Y,62,0,
JESUS Film,15882,av,29846,Y,62,0,
JESUS Film,20644,dar,29847,Y,62,0,
JESUS Film,7139,ce,29848,Y,62,0,
Story Clubs,1106,de,29850,,14,0,
Story of Jesus for Children,1106,de,29850,Y,1,0,
JESUS Film,4547,kri,29854,Y,62,0,
JESUS Film,8281,czn,29863,Y,62,0,
JESUS Film,53355,dty,29869,Y,62,0,
Story Clubs,6318,kn,29886,,14,0,
Story of Jesus for Children,6318,kn,29886,Y,1,0,
JESUS Film,10981,yon,29901,Y,62,0,
Story Clubs,4820,fi,29903,,14,0,
JESUS Film,24091,buu-x-Nita,29904,Y,62,0,
JESUS Film,24092,buu-x-Koya,29905,Y,62,0,
JESUS Film,13876,,29906,Y,62,0,
Story Clubs,496,fr,29916,,14,0,
Story of Jesus for Children,496,fr,29916,Y,1,0,
JESUS Film,2614,knc,29922,Y,62,0,
Story Clubs,22334,rmy,29926,,14,0,
Story of Jesus for Children,22334,rmy,29926,Y,1,0,
JESUS Film,20738,kai,29927,Y,62,0,
Story Clubs,2614,knc,29929,,14,0,
Story of Jesus for Children,2614,knc,29929,Y,1,0,
Story Clubs,4601,et,29932,,14,0,
Story of Jesus for Children,4601,et,29932,Y,1,0,
Story Clubs,689,azj,29938,,14,0,
Story of Jesus for Children,689,azj,29938,Y,1,0,
Story Clubs,1269,nl,29939,,14,0,
Story Clubs,7698,lt,29940,,14,0,
JESUS Film,8418,ar-ary,29941,Y,62,0,
Story Clubs,20615,zh,29945,,14,0,
Story of Jesus for Children,20615,zh,29945,Y,1,0,
Story Clubs,531,ca,29947,,14,0,
Story of Jesus for Children,531,ca,29947,Y,1,0,
Story Clubs,483,el,29948,,14,0,
Story of Jesus for Children,483,el,29948,Y,1,0,
Story Clubs,7519,lv,29949,,14,0,
Story of Jesus for Children,7519,lv,29949,Y,1,0,
Story Clubs,21064,pt-PT,29950,,14,0,
Story of Jesus for Children,21064,pt-PT,29950,Y,1,0,
Story Clubs,21046,es-ES,29951,,14,0,
Story of Jesus for Children,21046,es-ES,29951,Y,1,0,
Story Clubs,10393,no,29960,,14,0,
Story of Jesus for Children,10393,no,29960,Y,1,0,
JESUS Film,184519,icr,29962,Y,62,0,
JESUS Film,15210,pof,29963,Y,62,0,
JESUS Film,10040,say,29964,Y,62,0,
JESUS Film,24120,skg-x-Analalava,29969,Y,62,0,
JESUS Film,5048,fuc-x-Fulfulde,29970,Y,62,0,
Story Clubs,5563,is,29978,,14,0,
Story Clubs,4455,fo,29979,,14,0,
Story of Jesus for Children,4455,fo,29979,Y,1,0,
Story Clubs,23514,eu,29981,,14,0,
Story Clubs,4823,sv,29984,,14,0,
Story Clubs,185199,,29987,,14,0,
Story of Jesus for Children,185199,,29987,Y,1,0,
Story Clubs,7411,lo,29991,,14,0,
Story of Jesus for Children,7411,lo,29991,Y,1,0,
JESUS Film,8296,mip,29994,Y,62,0,
JESUS Film,5470,sus,29997,Y,62,0,
JESUS Film,5459,fuf,30001,Y,62,0,
JESUS Film,5450,emk,30003,Y,62,0,
Story Clubs,23061,zh-CN-53-x-Kunming,30007,,14,0,
Story of Jesus for Children,23061,zh-CN-53-x-Kunming,30007,Y,1,0,
JESUS Film,22847,ywq,30012,Y,62,0,
Story Clubs,24249,sat,30024,,14,0,
Story of Jesus for Children,24249,sat,30024,Y,1,0,
JESUS Film,21963,bjg,30026,Y,62,0,
JESUS Film,1112,sl,30027,Y,62,0,
JESUS Film,12572,stb,30029,Y,62,0,
JESUS Film,11230,tbf,30036,Y,62,0,
JESUS Film,12065,hla,30037,Y,62,0,
JESUS Film,24161,tvd,30050,Y,62,0,
JESUS Film,4768,mdy,30053,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
JESUS Film,4739,suq,30054,Y,1,61,"1_jf6101-0-0, 1_jf6102-0-0, 1_jf6103-0-0, 1_jf6104-0-0, 1_jf6105-0-0, 1_jf6106-0-0, 1_jf6107-0-0, 1_jf6108-0-0, 1_jf6109-0-0, 1_jf6110-0-0, 1_jf6111-0-0, 1_jf6112-0-0, 1_jf6113-0-0, 1_jf6114-0-0, 1_jf6115-0-0, 1_jf6116-0-0, 1_jf6117-0-0, 1_jf6118-0-0, 1_jf6119-0-0, 1_jf6120-0-0, 1_jf6121-0-0, 1_jf6122-0-0, 1_jf6123-0-0, 1_jf6124-0-0, 1_jf6125-0-0, 1_jf6126-0-0, 1_jf6127-0-0, 1_jf6128-0-0, 1_jf6129-0-0, 1_jf6130-0-0, 1_jf6131-0-0, 1_jf6132-0-0, 1_jf6133-0-0, 1_jf6134-0-0, 1_jf6135-0-0, 1_jf6136-0-0, 1_jf6137-0-0, 1_jf6138-0-0, 1_jf6139-0-0, 1_jf6140-0-0, 1_jf6141-0-0, 1_jf6142-0-0, 1_jf6143-0-0, 1_jf6144-0-0, 1_jf6145-0-0, 1_jf6146-0-0, 1_jf6147-0-0, 1_jf6148-0-0, 1_jf6149-0-0, 1_jf6150-0-0, 1_jf6151-0-0, 1_jf6152-0-0, 1_jf6153-0-0, 1_jf6154-0-0, 1_jf6155-0-0, 1_jf6156-0-0, 1_jf6157-0-0, 1_jf6158-0-0, 1_jf6159-0-0, 1_jf6160-0-0, 1_jf6161-0-0"
Story Clubs,9181,bi,30070,,14,0,
Story of Jesus for Children,9181,bi,30070,Y,1,0,
Story Clubs,20665,fj,30071,,14,0,
Story of Jesus for Children,20665,fj,30071,Y,1,0,
Story Clubs,13316,pis,30072,,14,0,
Story of Jesus for Children,13316,pis,30072,Y,1,0,
Story Clubs,14509,to,30073,,14,0,
Story of Jesus for Children,14509,to,30073,Y,1,0,
JESUS Film,9793,idu,30080,Y,62,0,
JESUS Film,9779,igl,30081,Y,62,0,
JESUS Film,2441,mzm,30082,Y,62,0,
JESUS Film,2590,kub,30083,Y,62,0,
JESUS Film,2285,tiv,30084,Y,62,0,
JESUS Film,19951,mda,30085,Y,62,0,
JESUS Film,10252,ego,30086,Y,62,0,
JESUS Film,9930,yer,30087,Y,62,0,
JESUS Film,10185,bom,30088,Y,62,0,
JESUS Film,22193,anc,30089,Y,62,0,
JESUS Film,22205,juk,30090,Y,62,0,
JESUS Film,10021,sur,30091,Y,62,0,
JESUS Film,24177,mrg,30094,Y,62,0,
JESUS Film,11150,tpz,30096,Y,62,0,
JESUS Film,11251,stk,30097,Y,62,0,
JESUS Film,10616,aai,30098,Y,62,0,
JESUS Film,9639,kaj,30118,Y,62,0,
JESUS Film,9384,nup,30119,Y,62,0,
JESUS Film,10076,gby,30120,Y,62,0,
JESUS Film,12603,pwm,30126,Y,62,0,
JESUS Film,24012,khq,30134,Y,62,0,
JESUS Film,548,kj,30138,Y,62,0,
JESUS Film,20989,tsw,30140,Y,62,0,
JESUS Film,9316,asg,30141,Y,62,0,
JESUS Film,9616,kdl,30142,Y,62,0,
JESUS Film,10262,dud,30143,Y,62,0,
JESUS Film,160430,,30143,Y,62,0,
JESUS Film,22645,hig,30144,Y,62,0,
JESUS Film,9597,hbb,30145,Y,62,0,
JESUS Film,19822,kna,30146,Y,62,0,
JESUS Film,159038,,30147,Y,62,0,
JESUS Film,9506,lnu,30148,Y,62,0,
Story Clubs,1953,rmn,30151,,14,0,
Story of Jesus for Children,1953,rmn,30151,Y,1,0,
JESUS Film,3887,vi,30157,Y,62,0,
JESUS Film,53421,car-x-Eastern,30160,Y,62,0,
JESUS Film,24314,xmm,30162,Y,62,0,
JESUS Film,53330,bcy,30174,Y,62,0,
JESUS Film,22826,hmz,30181,Y,62,0,
Story Clubs,18521,kpv,30183,,14,0,
Story of Jesus for Children,18521,kpv,30183,Y,1,0,
JESUS Film,10106,izr,30189,Y,62,0,
JESUS Film,2865,dbq,30190,Y,62,0,
JESUS Film,12286,bhl,30192,Y,62,0,
JESUS Film,24263,,30195,Y,62,0,
JESUS Film,10813,bnp,30201,Y,62,0,
JESUS Film,184854,,30208,Y,62,0,
Story Clubs,53333,kmr,30212,,14,0,
Story of Jesus for Children,53333,kmr,30212,Y,1,0,
Story Clubs,646,hy,30216,,14,0,
Story of Jesus for Children,646,hy,30216,Y,1,0,
JESUS Film,6007,nst,30248,Y,62,0,
JESUS Film,14509,to,30264,Y,62,0,
JESUS Film,20665,fj,30265,Y,62,0,
JESUS Film,9181,bi,30266,Y,62,0,
JESUS Film,24216,mzm-x-Zing,30267,Y,62,0,
JESUS Film,53403,obo,30275,Y,62,0,
JESUS Film,17820,dng,30276,Y,62,0,
JESUS Film,23221,zh-Hant-TW,30287,Y,62,0,
JESUS Film,24043,bap,30295,Y,62,0,
JESUS Film,5276,wlx,30296,Y,62,0,
JESUS Film,5240,maw,30298,Y,62,0,
JESUS Film,13169,th,30299,Y,62,0,
JESUS Film,53287,dv,30303,Y,62,0,
JESUS Film,24359,kqe-x-Eastern,30306,Y,62,0,
Story Clubs,18321,bxr,30314,,14,0,
Story of Jesus for Children,18321,bxr,30314,Y,1,0,
Story Clubs,18450,ba,30315,,14,0,
Story of Jesus for Children,18450,ba,30315,Y,1,0,
Story Clubs,18606,udm,30316,,14,0,
Story of Jesus for Children,18606,udm,30316,Y,1,0,
JESUS Film,16900,,30345,Y,62,0,
JESUS Film,10715,bch,30347,Y,62,0,
JESUS Film,6199,mai,30359,Y,62,0,
JESUS Film,24249,sat,30360,Y,62,0,
JESUS Film,5871,ta,30362,Y,62,0,
JESUS Film,6485,gvr,30371,Y,62,0,
JESUS Film,6259,lif,30373,Y,62,0,
JESUS Film,1370,npi,30374,Y,62,0,
JESUS Film,6093,new,30375,Y,62,0,
JESUS Film,8972,thr,30381,Y,62,0,
JESUS Film,184902,,30382,Y,62,0,
JESUS Film,3712,ahk,30383,Y,62,0,
JESUS Film,1181,csh,30385,Y,62,0,
JESUS Film,8746,mwq,30386,Y,62,0,
JESUS Film,8714,pwo,30387,Y,62,0,
JESUS Film,8631,ksw,30389,Y,62,0,
JESUS Film,23549,kyu,30390,Y,62,0,
JESUS Film,19908,lis,30391,Y,62,0,
JESUS Film,20010,mnw,30392,Y,62,0,
JESUS Film,21662,blk,30393,Y,62,0,
JESUS Film,8684,shn,30394,Y,62,0,
JESUS Film,144886,,30395,Y,62,0,
